customer_id,credit_score,credit_history_length,number_of_accounts,total_credit_limit,credit_utilization,payment_history,public_records
CUST_018495,769,19,2,12709,0.239,0.987,0
CUST_018496,693,10,4,25643,0.337,0.896,0
CUST_018497,764,1,5,10281,0.173,0.993,0
CUST_018498,850,15,6,4678,0.015,0.988,0
CUST_018499,810,8,7,38550,0.023,0.961,0
CUST_018500,850,33,3,13273,0.703,0.988,0
CUST_018501,850,17,2,32955,0.057,0.975,0
CUST_018502,537,9,1,1362,0.667,0.822,0
CUST_018503,834,10,4,32842,0.164,0.967,0
CUST_018504,613,0,0,8778,0.474,0.674,0
CUST_018505,685,28,1,19650,0.079,0.893,0
CUST_018506,547,0,3,5634,0.771,0.729,0
CUST_018507,784,3,4,18941,0.033,0.958,0
CUST_018508,613,0,4,500,0.727,0.706,0
CUST_018509,600,0,1,500,0.783,0.719,0
CUST_018510,567,3,0,13039,0.484,0.608,0
CUST_018511,806,0,8,6851,0.097,0.975,0
CUST_018512,686,23,1,2971,0.289,0.944,0
CUST_018513,654,0,5,3079,0.418,0.923,0
CUST_018514,646,0,9,1349,0.401,0.642,0
CUST_018515,614,0,2,17542,0.454,0.683,0
CUST_018516,850,10,4,32958,0.196,0.985,0
CUST_018517,778,13,3,500,0.592,0.999,0
CUST_018518,642,5,2,878,0.557,0.729,0
CUST_018519,678,0,0,2529,0.094,0.946,0
CUST_018520,793,3,4,71284,0.166,0.965,0
CUST_018521,795,9,7,28977,0.012,0.97,0
CUST_018522,827,0,4,10473,0.132,0.979,0
CUST_018523,797,44,2,12969,0.282,0.978,0
CUST_018524,823,34,5,96323,0.107,0.956,0
CUST_018525,850,19,4,30208,0.1,0.991,0
CUST_018526,649,7,6,32074,0.426,0.624,0
CUST_018527,725,0,5,1951,0.558,0.931,0
CUST_018528,807,0,6,2155,0.086,0.991,0
CUST_018529,850,7,6,37467,0.243,0.983,0
CUST_018530,704,32,5,18943,0.345,0.897,0
CUST_018531,776,0,6,4855,0.103,0.998,0
CUST_018532,850,5,6,11494,0.119,0.964,0
CUST_018533,850,0,8,12760,0.398,0.968,0
CUST_018534,645,4,1,15972,0.478,0.806,0
CUST_018535,850,3,6,10381,0.43,0.989,0
CUST_018536,650,0,6,4839,0.692,0.94,0
CUST_018537,707,0,5,500,0.594,0.896,0
CUST_018538,594,9,1,36916,0.424,0.787,0
CUST_018539,761,0,2,2671,0.233,0.96,0
CUST_018540,534,14,4,1799,0.578,0.679,1
CUST_018541,552,0,1,3378,0.254,0.811,0
CUST_018542,627,0,6,2471,0.508,0.801,0
CUST_018543,617,0,2,5599,0.353,0.714,0
CUST_018544,667,4,8,3623,0.258,0.862,0
CUST_018545,791,3,3,13077,0.004,0.95,0
CUST_018546,850,24,4,47375,0.2,0.992,0
CUST_018547,720,3,4,30437,0.381,0.856,0
CUST_018548,592,0,1,7180,0.528,0.666,0
CUST_018549,850,13,3,39810,0.02,0.965,0
CUST_018550,850,4,10,64946,0.097,0.951,0
CUST_018551,684,5,4,4013,0.239,0.868,0
CUST_018552,850,3,9,10742,0.673,0.96,0
CUST_018553,703,0,4,8325,0.233,0.877,0
CUST_018554,743,0,1,17747,0.197,0.885,0
CUST_018555,791,0,5,5022,0.21,0.965,0
CUST_018556,850,5,4,18133,0.079,0.978,0
CUST_018557,720,7,5,1300,0.631,0.899,0
CUST_018558,611,8,2,3691,0.735,0.688,0
CUST_018559,850,15,1,10444,0.148,0.963,0
CUST_018560,667,6,2,17934,0.532,0.863,0
CUST_018561,792,4,4,5312,0.327,0.997,0
CUST_018562,778,7,3,8948,0.273,0.982,0
CUST_018563,842,17,7,1999,0.05,0.994,0
CUST_018564,760,12,5,5847,0.096,0.986,0
CUST_018565,850,20,5,50488,0.098,0.988,0
CUST_018566,666,15,4,8835,0.586,0.876,0
CUST_018567,793,0,4,1475,0.197,0.967,0
CUST_018568,778,9,4,62294,0.175,0.958,0
CUST_018569,731,4,3,11649,0.157,0.942,0
CUST_018570,850,6,5,4529,0.567,0.954,0
CUST_018571,769,1,2,7849,0.204,0.998,0
CUST_018572,767,1,4,10777,0.069,0.983,0
CUST_018573,723,0,3,3502,0.14,0.854,0
CUST_018574,850,1,3,12549,0.447,0.979,0
CUST_018575,721,0,2,926,0.315,0.906,0
CUST_018576,787,94,7,11160,0.049,0.979,0
CUST_018577,738,1,3,1545,0.612,0.864,0
CUST_018578,773,6,4,51031,0.346,0.973,0
CUST_018579,807,0,2,17784,0.257,0.951,0
CUST_018580,556,0,1,3475,0.217,0.611,0
CUST_018581,756,0,8,500,0.19,0.99,0
CUST_018582,760,9,5,3976,0.285,0.961,0
CUST_018583,782,0,4,886,0.269,0.951,0
CUST_018584,847,0,5,10914,0.146,0.984,0
CUST_018585,753,1,3,23369,0.111,0.963,0
CUST_018586,850,6,4,128774,0.295,0.96,0
CUST_018587,849,52,4,13566,0.101,0.956,0
CUST_018588,821,21,6,13090,0.065,0.986,0
CUST_018589,809,4,5,3310,0.18,0.961,0
CUST_018590,530,5,0,17468,0.621,0.754,0
CUST_018591,682,0,5,10795,0.595,0.948,0
CUST_018592,831,0,2,1652,0.267,0.981,0
CUST_018593,822,2,6,49174,0.025,0.951,0
CUST_018594,776,0,7,500,0.634,0.979,0
CUST_018595,765,0,2,2866,0.315,0.966,0
CUST_018596,850,3,4,19537,0.334,0.995,0
CUST_018597,840,16,5,63887,0.459,0.966,0
CUST_018598,765,0,4,2748,0.073,0.977,0
CUST_018599,746,8,3,45990,0.638,0.923,0
CUST_018600,718,9,5,7614,0.447,0.87,0
CUST_018601,811,17,5,25297,0.454,0.983,0
CUST_018602,732,0,3,13964,0.432,0.929,0
CUST_018603,715,3,4,20706,0.769,0.869,0
CUST_018604,850,11,1,9028,0.225,0.955,0
CUST_018605,695,0,3,2104,0.617,0.852,0
CUST_018606,635,0,2,3615,0.643,0.791,0
CUST_018607,664,12,2,1228,0.669,0.858,0
CUST_018608,850,15,7,11822,0.237,0.991,0
CUST_018609,717,0,4,10135,0.217,0.928,0
CUST_018610,707,5,7,500,0.415,0.853,0
CUST_018611,683,3,5,16317,0.54,0.851,0
CUST_018612,702,4,4,4928,0.477,0.933,0
CUST_018613,695,2,1,500,0.345,0.882,0
CUST_018614,792,10,2,16885,0.249,0.952,0
CUST_018615,689,17,5,6735,0.693,0.913,0
CUST_018616,745,0,7,1128,0.553,0.914,0
CUST_018617,850,2,7,60252,0.102,0.971,0
CUST_018618,850,13,6,48287,0.107,0.982,0
CUST_018619,850,8,5,39585,0.273,0.963,0
CUST_018620,668,1,2,5594,0.267,0.935,0
CUST_018621,702,0,8,520,0.274,0.901,0
CUST_018622,693,1,5,17748,0.384,0.87,0
CUST_018623,850,13,6,47630,0.577,0.98,0
CUST_018624,732,17,6,18300,0.619,0.94,0
CUST_018625,850,5,2,11670,0.359,0.961,0
CUST_018626,764,0,7,9046,0.126,0.986,0
CUST_018627,689,0,3,10516,0.573,0.916,0
CUST_018628,666,5,4,22567,0.496,0.925,0
CUST_018629,639,0,3,3355,0.705,0.652,0
CUST_018630,720,7,5,5174,0.295,0.9,0
CUST_018631,676,1,4,3609,0.076,0.907,0
CUST_018632,729,0,4,4865,0.364,0.931,0
CUST_018633,525,5,5,3519,0.668,0.811,0
CUST_018634,771,0,5,39004,0.212,0.972,0
CUST_018635,658,0,5,4083,0.582,0.908,0
CUST_018636,802,9,9,67588,0.364,0.959,0
CUST_018637,730,0,5,9275,0.326,0.923,0
CUST_018638,850,28,5,28295,0.488,0.988,0
CUST_018639,850,11,7,25252,0.178,0.958,0
CUST_018640,510,0,1,7979,0.827,0.85,0
CUST_018641,850,8,7,6985,0.49,0.967,0
CUST_018642,850,4,7,29367,0.435,0.961,0
CUST_018643,709,12,5,19362,0.299,0.884,0
CUST_018644,757,19,5,29718,0.069,0.988,0
CUST_018645,707,1,4,1628,0.237,0.865,0
CUST_018646,609,15,5,6034,0.805,0.746,0
CUST_018647,850,27,6,15094,0.096,0.998,0
CUST_018648,700,0,2,11501,0.368,0.908,0
CUST_018649,471,4,0,10752,0.422,0.64,0
CUST_018650,736,1,5,1002,0.377,0.893,0
CUST_018651,628,0,3,13287,0.663,0.682,0
CUST_018652,645,24,3,7539,0.678,0.611,0
CUST_018653,814,9,8,500,0.001,0.978,0
CUST_018654,849,0,3,2141,0.048,0.978,0
CUST_018655,821,58,8,1658,0.05,0.965,0
CUST_018656,690,0,3,2482,0.728,0.93,0
CUST_018657,788,6,2,33994,0.036,0.981,0
CUST_018658,609,6,4,14883,0.556,0.818,0
CUST_018659,850,0,1,8817,0.109,0.999,0
CUST_018660,616,32,4,25349,0.663,0.752,0
CUST_018661,850,6,4,27762,0.052,0.98,0
CUST_018662,850,9,6,24899,0.05,0.963,0
CUST_018663,808,12,8,2886,0.173,0.991,0
CUST_018664,850,33,4,20939,0.617,0.985,0
CUST_018665,755,0,3,500,0.59,0.98,0
CUST_018666,706,0,8,3034,0.441,0.945,0
CUST_018667,500,0,0,1359,0.802,0.758,1
CUST_018668,758,0,5,1071,0.036,0.973,0
CUST_018669,818,20,0,500,0.063,0.957,0
CUST_018670,795,17,1,66070,0.165,0.958,0
CUST_018671,694,0,6,1601,0.323,0.918,0
CUST_018672,533,3,2,7934,0.26,0.837,0
CUST_018673,608,3,3,1058,0.203,0.64,0
CUST_018674,726,0,5,13864,0.263,0.878,0
CUST_018675,850,4,7,17359,0.017,0.981,0
CUST_018676,761,0,4,12092,0.167,0.978,0
CUST_018677,748,13,6,16802,0.577,0.926,0
CUST_018678,590,0,0,4114,0.661,0.772,0
CUST_018679,850,0,6,1530,0.021,0.995,0
CUST_018680,683,3,2,23528,0.21,0.934,0
CUST_018681,728,0,4,14319,0.316,0.928,0
CUST_018682,712,18,3,1443,0.293,0.91,0
CUST_018683,766,8,4,25397,0.021,0.952,0
CUST_018684,627,0,3,912,0.317,0.792,0
CUST_018685,833,28,2,13960,0.561,0.995,0
CUST_018686,705,0,3,10295,0.831,0.863,0
CUST_018687,850,10,9,1070,0.291,0.976,0
CUST_018688,606,0,2,18279,0.968,0.613,0
CUST_018689,669,0,1,21578,0.664,0.916,0
CUST_018690,657,1,1,5345,0.41,0.926,0
CUST_018691,671,0,1,838,0.096,0.893,0
CUST_018692,657,0,3,16441,0.588,0.873,0
CUST_018693,794,33,2,11525,0.144,0.989,0
CUST_018694,751,2,3,7923,0.088,0.978,0
CUST_018695,801,10,10,16101,0.327,0.966,0
CUST_018696,738,20,7,8371,0.394,0.857,0
CUST_018697,684,0,1,1607,0.076,0.854,0
CUST_018698,850,48,9,20834,0.22,0.962,0
CUST_018699,762,0,5,5067,0.061,0.985,0
CUST_018700,850,7,4,52104,0.119,0.982,0
CUST_018701,538,0,1,3473,0.595,0.725,1
CUST_018702,850,2,1,17177,0.123,0.991,0
CUST_018703,754,5,2,27401,0.07,0.958,0
CUST_018704,779,0,4,12165,0.196,0.956,0
CUST_018705,605,4,0,7638,0.38,0.811,0
CUST_018706,664,9,4,10335,0.659,0.898,0
CUST_018707,788,7,2,27195,0.207,0.958,0
CUST_018708,850,34,6,30641,0.151,1.0,0
CUST_018709,727,1,3,25059,0.656,0.85,0
CUST_018710,639,1,6,13067,0.584,0.69,0
CUST_018711,652,0,1,7850,0.345,0.868,0
CUST_018712,769,0,3,79448,0.19,0.983,0
CUST_018713,652,1,1,7834,0.366,0.914,0
CUST_018714,805,6,2,297996,0.036,0.958,0
CUST_018715,805,7,2,38220,0.404,0.955,0
CUST_018716,838,10,4,38546,0.276,0.975,0
CUST_018717,641,0,1,4729,0.921,0.721,0
CUST_018718,732,11,7,25533,0.454,0.905,0
CUST_018719,850,5,4,17014,0.626,0.984,0
CUST_018720,607,0,2,3752,0.553,0.797,0
CUST_018721,820,1,8,9330,0.226,0.959,0
CUST_018722,721,1,3,16146,0.147,0.896,0
CUST_018723,804,3,2,4974,0.238,0.96,0
CUST_018724,797,0,3,29035,0.031,0.958,0
CUST_018725,850,0,14,26677,0.363,1.0,0
CUST_018726,850,0,3,2010,0.093,1.0,0
CUST_018727,707,37,4,9083,0.524,0.945,0
CUST_018728,778,18,2,30175,0.294,0.991,0
CUST_018729,579,4,1,10106,0.451,0.706,0
CUST_018730,779,36,5,29399,0.037,0.956,0
CUST_018731,820,7,6,34228,0.245,0.997,0
CUST_018732,760,0,5,4201,0.029,0.971,0
CUST_018733,662,0,2,8313,0.436,0.909,0
CUST_018734,648,1,5,14291,0.684,0.841,0
CUST_018735,850,0,8,542,0.324,0.976,0
CUST_018736,710,2,3,3310,0.468,0.902,0
CUST_018737,850,13,3,46634,0.341,0.994,0
CUST_018738,850,8,2,12227,0.441,0.952,0
CUST_018739,668,0,1,5857,0.828,0.883,0
CUST_018740,680,0,4,8377,0.067,0.948,0
CUST_018741,781,8,3,10363,0.005,0.976,0
CUST_018742,686,0,0,5958,0.172,0.919,0
CUST_018743,798,0,5,10989,0.009,0.974,0
CUST_018744,623,15,4,28278,0.642,0.633,0
CUST_018745,544,0,0,9427,0.597,0.804,0
CUST_018746,644,0,5,712,0.573,0.756,0
CUST_018747,757,0,4,9980,0.004,0.97,0
CUST_018748,740,12,3,2092,0.422,0.9,0
CUST_018749,664,1,3,6646,0.551,0.869,0
CUST_018750,795,7,7,37579,0.242,0.995,0
CUST_018751,850,3,1,23404,0.253,0.988,0
CUST_018752,747,0,3,1849,0.635,0.921,0
CUST_018753,659,4,3,1357,0.743,0.937,0
CUST_018754,617,0,2,500,0.811,0.714,0
CUST_018755,721,0,1,2469,0.734,0.939,0
CUST_018756,741,17,3,54434,0.285,0.92,0
CUST_018757,671,4,1,16945,0.435,0.882,0
CUST_018758,762,4,6,13587,0.001,0.971,0
CUST_018759,796,3,4,15471,0.038,0.968,0
CUST_018760,662,5,2,4132,0.282,0.946,0
CUST_018761,716,0,5,19702,0.314,0.853,0
CUST_018762,589,1,1,3395,0.614,0.656,0
CUST_018763,776,9,5,4323,0.381,0.985,0
CUST_018764,713,0,3,8382,0.459,0.907,0
CUST_018765,728,2,1,6740,0.632,0.9,0
CUST_018766,826,0,5,7333,0.012,0.995,0
CUST_018767,697,26,4,16123,0.731,0.904,0
CUST_018768,555,1,2,3403,0.422,0.637,2
CUST_018769,791,0,6,500,0.153,0.962,0
CUST_018770,828,0,2,3880,0.308,0.99,0
CUST_018771,850,10,3,57435,0.059,0.968,0
CUST_018772,819,14,4,11720,0.035,0.969,0
CUST_018773,660,0,4,4764,0.674,0.924,0
CUST_018774,765,9,5,8185,0.018,0.989,0
CUST_018775,776,5,7,6733,0.055,0.976,0
CUST_018776,850,12,3,19065,0.287,0.962,0
CUST_018777,835,3,5,25891,0.468,0.971,0
CUST_018778,675,0,4,14443,0.143,0.895,0
CUST_018779,798,7,10,24131,0.038,0.957,0
CUST_018780,816,0,3,5220,0.168,0.992,0
CUST_018781,708,0,2,7783,0.09,0.926,0
CUST_018782,704,2,2,6624,0.248,0.913,0
CUST_018783,822,0,3,6344,0.436,0.978,0
CUST_018784,801,8,3,11058,0.192,0.988,0
CUST_018785,536,8,4,11152,0.941,0.753,0
CUST_018786,762,9,3,17489,0.035,0.995,0
CUST_018787,801,0,5,500,0.179,0.98,0
CUST_018788,630,0,5,6623,0.468,0.667,0
CUST_018789,829,0,6,4123,0.099,0.989,0
CUST_018790,703,0,5,22049,0.641,0.857,0
CUST_018791,850,1,3,1182,0.005,0.999,0
CUST_018792,560,2,2,4670,0.456,0.775,0
CUST_018793,504,0,2,2187,0.859,0.749,0
CUST_018794,757,0,2,3002,0.144,0.984,0
CUST_018795,719,7,1,5759,0.393,0.928,0
CUST_018796,795,30,6,8895,0.063,0.99,0
CUST_018797,823,1,4,8802,0.226,0.98,0
CUST_018798,774,12,2,25527,0.167,0.977,0
CUST_018799,794,4,8,13240,0.303,0.968,0
CUST_018800,752,3,3,36098,0.424,0.975,0
CUST_018801,850,1,2,22023,0.26,0.982,0
CUST_018802,850,21,2,51138,0.821,0.955,0
CUST_018803,647,0,1,2404,0.717,0.723,0
CUST_018804,743,11,3,65049,0.547,0.879,0
CUST_018805,801,8,7,29461,0.001,0.966,0
CUST_018806,762,6,6,5774,0.17,0.983,0
CUST_018807,809,8,2,4242,0.013,0.995,0
CUST_018808,850,4,5,14952,0.393,0.97,0
CUST_018809,683,0,1,4203,0.63,0.947,0
CUST_018810,739,0,2,10469,0.651,0.894,0
CUST_018811,646,0,1,15759,0.808,0.753,0
CUST_018812,817,0,7,39236,0.233,0.976,0
CUST_018813,850,6,7,14191,0.307,0.987,0
CUST_018814,673,8,2,22530,0.843,0.891,0
CUST_018815,646,26,1,7644,0.576,0.711,0
CUST_018816,789,6,5,3337,0.112,1.0,0
CUST_018817,761,2,3,15251,0.378,0.995,0
CUST_018818,766,0,2,2314,0.271,0.951,0
CUST_018819,721,12,5,52120,0.115,0.948,0
CUST_018820,664,0,6,5057,0.386,0.882,0
CUST_018821,749,4,3,11851,0.299,0.865,0
CUST_018822,781,10,4,23318,0.087,0.979,0
CUST_018823,583,0,1,5224,0.752,0.701,0
CUST_018824,795,0,4,2432,0.285,0.999,0
CUST_018825,561,1,1,8917,0.516,0.699,0
CUST_018826,810,4,5,5062,0.012,0.987,0
CUST_018827,789,3,3,30915,0.073,0.974,0
CUST_018828,746,5,1,36252,0.268,0.852,0
CUST_018829,668,29,4,66359,0.677,0.947,0
CUST_018830,674,23,1,19873,0.548,0.914,0
CUST_018831,850,5,4,5531,0.1,0.989,0
CUST_018832,829,7,4,46171,0.39,0.976,0
CUST_018833,850,9,7,10858,0.53,0.96,0
CUST_018834,639,2,2,6650,0.399,0.643,0
CUST_018835,763,20,4,13215,0.031,0.986,0
CUST_018836,734,23,4,4557,0.816,0.888,0
CUST_018837,823,5,3,121735,0.019,0.962,0
CUST_018838,850,13,3,39817,0.67,0.984,0
CUST_018839,782,3,2,42865,0.038,0.986,0
CUST_018840,809,0,8,9729,0.005,0.972,0
CUST_018841,792,0,3,5057,0.111,0.996,0
CUST_018842,632,4,2,1505,0.893,0.831,0
CUST_018843,703,0,6,796,0.275,0.894,0
CUST_018844,842,25,3,38314,0.297,0.995,0
CUST_018845,613,0,5,23389,0.857,0.816,0
CUST_018846,770,1,3,8403,0.008,0.995,0
CUST_018847,648,0,3,4190,0.577,0.733,0
CUST_018848,610,2,1,26607,0.813,0.802,0
CUST_018849,673,0,3,1887,0.373,0.913,0
CUST_018850,591,0,1,9055,0.749,0.634,2
CUST_018851,579,0,1,500,0.436,0.707,0
CUST_018852,593,0,1,926,0.828,0.641,0
CUST_018853,730,0,2,4937,0.328,0.876,0
CUST_018854,756,4,4,1827,0.105,0.999,0
CUST_018855,577,0,4,1888,0.701,0.663,0
CUST_018856,545,0,3,1799,0.631,0.649,0
CUST_018857,615,0,2,1753,0.556,0.7,0
CUST_018858,723,0,1,4066,0.524,0.9,0
CUST_018859,656,0,8,500,0.66,0.891,0
CUST_018860,794,11,2,30821,0.171,0.992,0
CUST_018861,633,0,3,14420,0.521,0.788,0
CUST_018862,818,5,4,27171,0.572,0.99,0
CUST_018863,705,0,6,8912,0.481,0.948,0
CUST_018864,850,12,5,11676,0.111,0.968,0
CUST_018865,819,0,4,1039,0.032,0.998,0
CUST_018866,705,8,5,18059,0.457,0.913,0
CUST_018867,678,5,1,10035,0.231,0.934,0
CUST_018868,641,2,0,7720,0.127,0.824,0
CUST_018869,732,4,4,24271,0.454,0.872,0
CUST_018870,583,0,2,1789,0.684,0.769,3
CUST_018871,565,0,1,5149,0.411,0.782,1
CUST_018872,666,0,4,2502,0.333,0.904,0
CUST_018873,797,16,1,21718,0.112,0.988,0
CUST_018874,652,9,1,15551,0.83,0.939,0
CUST_018875,652,0,4,908,0.418,0.912,0
CUST_018876,850,10,4,7165,0.25,0.969,0
CUST_018877,555,1,3,3966,0.908,0.623,1
CUST_018878,677,0,0,5797,0.332,0.941,0
CUST_018879,850,26,4,25941,0.007,0.976,0
CUST_018880,764,0,1,5411,0.39,0.973,0
CUST_018881,765,0,9,7081,0.398,0.999,0
CUST_018882,726,26,1,30048,0.58,0.856,0
CUST_018883,733,14,2,10300,0.132,0.887,0
CUST_018884,677,2,4,6649,0.344,0.949,0
CUST_018885,850,2,3,176846,0.078,0.976,0
CUST_018886,808,0,5,7558,0.258,0.978,0
CUST_018887,798,13,6,7066,0.6,0.972,0
CUST_018888,643,0,4,578,0.468,0.604,0
CUST_018889,789,11,5,9715,0.195,0.979,0
CUST_018890,850,5,8,16672,0.11,0.99,0
CUST_018891,846,7,4,78295,0.509,0.97,0
CUST_018892,701,0,4,1898,0.178,0.948,0
CUST_018893,756,5,2,3734,0.276,0.998,0
CUST_018894,678,0,1,37401,0.116,0.936,0
CUST_018895,717,0,8,16339,0.34,0.929,0
CUST_018896,836,0,13,1470,0.075,0.997,0
CUST_018897,630,13,4,22951,0.17,0.769,0
CUST_018898,738,22,3,6069,0.224,0.851,0
CUST_018899,765,30,8,12283,0.062,0.961,0
CUST_018900,748,10,2,13143,0.248,0.935,0
CUST_018901,657,0,4,865,0.501,0.905,0
CUST_018902,788,0,7,2595,0.327,0.991,0
CUST_018903,666,0,4,20228,0.374,0.939,0
CUST_018904,829,0,3,15570,0.113,0.954,0
CUST_018905,816,0,8,986,0.071,0.971,0
CUST_018906,663,0,2,5822,0.227,0.88,0
CUST_018907,850,10,4,79474,0.399,0.961,0
CUST_018908,767,13,2,1259,0.162,0.966,0
CUST_018909,748,5,0,16077,0.314,0.874,0
CUST_018910,761,4,1,42678,0.509,0.967,0
CUST_018911,588,0,0,2129,0.549,0.61,0
CUST_018912,784,17,0,46795,0.183,0.985,0
CUST_018913,762,1,5,9242,0.058,0.977,0
CUST_018914,708,0,3,2520,0.328,0.925,0
CUST_018915,676,11,2,16820,0.485,0.891,0
CUST_018916,665,0,3,1532,0.111,0.932,0
CUST_018917,611,2,2,6845,0.877,0.705,0
CUST_018918,739,0,6,10115,0.286,0.872,0
CUST_018919,684,11,4,14677,0.321,0.863,0
CUST_018920,814,10,4,16247,0.315,0.972,0
CUST_018921,717,2,4,10038,0.278,0.944,0
CUST_018922,821,9,1,6446,0.437,0.999,0
CUST_018923,800,14,2,54705,0.279,0.984,0
CUST_018924,734,3,5,5277,0.301,0.88,0
CUST_018925,845,1,3,1191,0.129,0.976,0
CUST_018926,805,13,6,10378,0.308,0.988,0
CUST_018927,779,0,4,4249,0.74,0.99,0
CUST_018928,850,8,4,13249,0.004,0.976,0
CUST_018929,686,0,3,500,0.174,0.856,0
CUST_018930,825,31,5,5157,0.266,0.983,0
CUST_018931,850,21,6,49496,0.037,0.959,0
CUST_018932,624,0,3,6363,0.716,0.847,0
CUST_018933,802,3,10,6326,0.005,0.98,0
CUST_018934,704,6,9,4776,0.253,0.948,0
CUST_018935,548,0,3,1851,0.676,0.733,1
CUST_018936,737,0,5,4706,0.191,0.947,0
CUST_018937,850,3,1,5930,0.032,0.994,0
CUST_018938,789,2,1,16086,0.074,0.978,0
CUST_018939,827,1,6,15960,0.182,0.951,0
CUST_018940,609,21,6,1540,0.516,0.703,0
CUST_018941,850,37,6,12573,0.177,0.971,0
CUST_018942,800,3,2,14739,0.573,0.995,0
CUST_018943,850,15,3,49441,0.596,0.965,0
CUST_018944,598,0,2,500,0.624,0.63,0
CUST_018945,850,22,8,9949,0.274,0.954,0
CUST_018946,649,1,6,5991,0.648,0.74,0
CUST_018947,835,3,5,37271,0.146,0.993,0
CUST_018948,655,9,3,13229,0.354,0.891,0
CUST_018949,816,13,6,1019,0.49,0.998,0
CUST_018950,834,7,4,10612,0.235,0.952,0
CUST_018951,515,0,2,500,0.642,0.721,0
CUST_018952,617,1,1,3281,0.43,0.768,0
CUST_018953,833,72,6,84914,0.021,0.999,0
CUST_018954,704,3,3,6342,0.962,0.858,0
CUST_018955,683,1,4,35486,0.334,0.898,0
CUST_018956,800,4,1,23245,0.024,0.964,0
CUST_018957,784,11,5,12880,0.544,0.989,0
CUST_018958,806,25,3,500,0.382,0.989,0
CUST_018959,567,0,1,2347,0.624,0.709,1
CUST_018960,798,10,3,1683,0.065,0.989,0
CUST_018961,628,0,3,5359,0.543,0.77,0
CUST_018962,826,15,4,35530,0.366,0.962,0
CUST_018963,748,29,2,28788,0.246,0.901,0
CUST_018964,850,23,4,36902,0.081,0.993,0
CUST_018965,793,0,2,1422,0.317,0.962,0
CUST_018966,600,0,8,3899,0.459,0.725,0
CUST_018967,650,3,3,5809,0.101,0.939,0
CUST_018968,798,9,1,12791,0.087,0.987,0
CUST_018969,636,3,4,7014,0.533,0.79,0
CUST_018970,530,0,3,2639,0.349,0.69,0
CUST_018971,662,10,0,1396,0.08,0.867,0
CUST_018972,779,3,5,19626,0.187,0.954,0
CUST_018973,843,7,3,2803,0.498,0.969,0
CUST_018974,788,5,5,12097,0.09,0.961,0
CUST_018975,850,0,1,60124,0.13,0.988,0
CUST_018976,766,3,6,7785,0.218,0.952,0
CUST_018977,542,1,0,11800,0.673,0.649,0
CUST_018978,760,11,5,84880,0.163,0.973,0
CUST_018979,818,0,4,500,0.276,0.972,0
CUST_018980,795,8,2,47929,0.159,0.997,0
CUST_018981,755,9,3,105872,0.053,0.983,0
CUST_018982,669,36,3,20702,0.084,0.858,0
CUST_018983,708,0,4,5559,0.29,0.891,0
CUST_018984,720,11,6,727,0.395,0.851,0
CUST_018985,596,1,4,37949,0.942,0.665,0
CUST_018986,795,2,3,15761,0.445,0.991,0
CUST_018987,780,34,5,38028,0.018,0.962,0
CUST_018988,850,4,5,38265,0.036,0.957,0
CUST_018989,791,5,5,12673,0.249,0.961,0
CUST_018990,653,0,4,17433,0.338,0.946,0
CUST_018991,632,5,1,4435,0.224,0.799,0
CUST_018992,764,16,6,19695,0.593,0.987,0
CUST_018993,683,1,2,880,0.458,0.925,0
CUST_018994,693,47,1,26456,0.173,0.877,0
CUST_018995,683,14,4,53887,0.091,0.896,0
CUST_018996,812,0,5,4444,0.323,0.987,0
CUST_018997,650,0,0,4434,0.311,0.867,0
CUST_018998,850,4,6,18577,0.343,0.958,0
CUST_018999,806,6,4,22437,0.169,0.984,0
CUST_019000,708,0,5,1507,0.167,0.871,0
CUST_019001,713,14,2,31542,0.507,0.859,0
CUST_019002,677,0,6,1293,0.435,0.925,0
CUST_019003,850,19,4,4829,0.086,0.99,0
CUST_019004,780,58,6,76629,0.226,0.998,0
CUST_019005,735,0,3,2506,0.078,0.915,0
CUST_019006,850,20,3,27016,0.091,0.978,0
CUST_019007,741,1,5,5705,0.552,0.938,0
CUST_019008,724,1,4,4810,0.555,0.893,0
CUST_019009,667,0,4,2611,0.718,0.909,0
CUST_019010,605,5,1,6946,0.548,0.691,0
CUST_019011,707,15,3,35035,0.287,0.872,0
CUST_019012,808,0,5,500,0.329,0.951,0
CUST_019013,806,2,6,22998,0.125,0.999,0
CUST_019014,850,21,8,20066,0.022,0.989,0
CUST_019015,850,5,3,33101,0.427,0.956,0
CUST_019016,820,55,5,62353,0.388,0.967,0
CUST_019017,717,0,4,500,0.154,0.948,0
CUST_019018,839,0,7,11731,0.587,0.988,0
CUST_019019,776,0,3,500,0.437,0.999,0
CUST_019020,732,1,6,5754,0.323,0.871,0
CUST_019021,799,4,3,4559,0.289,0.988,0
CUST_019022,769,5,6,14754,0.126,0.953,0
CUST_019023,766,0,4,2682,0.116,0.988,0
CUST_019024,670,0,4,4053,0.032,0.888,0
CUST_019025,850,0,5,1254,0.024,0.965,0
CUST_019026,717,49,4,12289,0.426,0.886,0
CUST_019027,757,1,4,5388,0.169,0.994,0
CUST_019028,694,8,1,56282,0.222,0.88,0
CUST_019029,764,0,2,2065,0.253,0.99,0
CUST_019030,653,5,5,4676,0.262,0.861,0
CUST_019031,850,13,4,13625,0.209,0.996,0
CUST_019032,779,7,4,44807,0.604,0.985,0
